Faculty,Department,Conference_Details,University,CNumber
4.390243902439025,5.0,7.22397476340694,8.461538461538462,1.0
1.6260162601626016,0.0,8.675078864353312,5.6923076923076925,1.0
2.926829268292683,0.0,8.958990536277602,7.0769230769230775,1.0
0.3252032520325203,10.0,7.381703470031545,3.8461538461538463,1.0
9.024390243902438,2.5,8.264984227129338,7.538461538461539,1.0
0.8943089430894309,10.0,7.886435331230284,1.9230769230769231,1.0
8.373983739837398,2.5,4.2586750788643535,7.6923076923076925,1.0
2.926829268292683,0.0,8.264984227129338,7.6923076923076925,1.0
0.975609756097561,0.0,2.7760252365930596,7.6923076923076925,1.0
0.7317073170731707,7.5,0.3785488958990536,8.307692307692308,1.0
0.6504065040650406,7.5,2.4921135646687698,7.6923076923076925,1.0
0.975609756097561,0.0,3.722397476340694,6.153846153846154,1.0
0.6504065040650406,7.5,2.4290220820189274,7.384615384615385,1.0
9.105691056910569,2.5,2.9337539432176656,7.384615384615385,1.0
2.926829268292683,0.0,8.832807570977918,6.615384615384616,1.0
2.1951219512195124,0.0,5.173501577287066,8.461538461538462,1.0
3.089430894308943,0.0,0.8517350157728706,6.384615384615385,1.0
0.5691056910569106,0.0,9.71608832807571,5.461538461538462,1.0
7.3983739837398375,2.5,0.06309148264984227,6.846153846153847,1.0
0.975609756097561,0.0,3.533123028391167,7.538461538461539,1.0
2.4390243902439024,0.0,8.64353312302839,5.307692307692308,1.0
2.926829268292683,0.0,1.7034700315457412,3.384615384615385,1.0
0.6504065040650406,7.5,7.476340694006309,8.461538461538462,1.0
2.4390243902439024,0.0,8.391167192429021,1.9230769230769231,1.0
0.8943089430894309,10.0,2.9652996845425865,8.461538461538462,1.0
1.5447154471544715,10.0,6.813880126182965,8.692307692307693,1.0
0.975609756097561,0.0,3.501577287066246,7.384615384615385,1.0
5.121951219512195,0.0,6.466876971608833,2.230769230769231,1.0
5.365853658536585,0.0,0.9148264984227129,7.6923076923076925,1.0
5.365853658536585,0.0,2.9652996845425865,7.6923076923076925,1.0
2.5203252032520327,0.0,2.0504731861198735,6.846153846153847,1.0
4.390243902439025,5.0,7.097791798107255,1.9230769230769231,1.0
9.34959349593496,2.5,6.1198738170347,7.538461538461539,1.0
8.211382113821138,2.5,0.9148264984227129,8.461538461538462,1.0
0.975609756097561,0.0,9.43217665615142,3.076923076923077,1.0
0.975609756097561,0.0,3.1545741324921135,7.6923076923076925,1.0
0.16260162601626016,2.5,6.1198738170347,7.538461538461539,1.0
0.7317073170731707,7.5,3.4384858044164037,8.461538461538462,1.0
6.585365853658536,10.0,7.886435331230284,1.9230769230769231,1.0
4.390243902439025,5.0,9.116719242902208,0.07692307692307693,1.0
1.6260162601626016,0.0,5.047318611987381,0.23076923076923078,1.0
2.1951219512195124,0.0,5.962145110410094,7.6923076923076925,1.0
0.975609756097561,0.0,2.7444794952681386,7.6923076923076925,1.0
6.097560975609756,0.0,3.280757097791798,8.461538461538462,1.0
7.560975609756097,2.5,7.318611987381703,5.384615384615385,1.0
0.6504065040650406,7.5,8.801261829652997,6.615384615384616,1.0
6.097560975609756,0.0,7.50788643533123,8.461538461538462,1.0
0.975609756097561,0.0,1.5772870662460567,6.846153846153847,1.0
2.5203252032520327,0.0,9.211356466876971,7.6923076923076925,1.0
8.536585365853659,0.0,3.6908517350157726,6.615384615384616,1.0
2.357723577235772,7.5,8.170347003154573,3.384615384615385,1.0
0.975609756097561,0.0,2.9652996845425865,7.6923076923076925,1.0
7.560975609756097,2.5,5.236593059936908,3.9230769230769234,1.0
7.3983739837398375,2.5,0.9148264984227129,7.6923076923076925,1.0
0.975609756097561,0.0,2.2397476340694005,8.461538461538462,1.0
4.390243902439025,5.0,7.444794952681388,7.6923076923076925,1.0
2.5203252032520327,0.0,1.861198738170347,7.6923076923076925,1.0
0.0,0.0,2.2082018927444795,8.461538461538462,1.0
9.024390243902438,2.5,2.5236593059936907,8.461538461538462,1.0
0.975609756097561,0.0,1.451104100946372,6.923076923076923,1.0
1.6260162601626016,0.0,5.930599369085173,4.923076923076923,1.0
0.4065040650406504,10.0,4.511041009463722,8.461538461538462,1.0
0.0,0.0,3.3753943217665614,7.384615384615385,1.0
2.2764227642276422,0.0,0.4416403785488959,6.846153846153847,1.0
2.2764227642276422,0.0,8.864353312302839,6.615384615384616,1.0
