T1,V1,W1
1493328600,241.7356963,243.1627931
1493332200,239.8270009,241.0714724
1493335800,238.8879056,240.2898335
1493339400,235.8289528,237.5830883
1493343000,234.5912481,235.7592922
1493346600,229.5203357,231.0976803
1493350200,229.4428101,231.0686214
1493353800,230.0189594,231.9602734
1493357400,228.1200866,229.4264028
1493361000,231.9160339,233.1389318
1493364600,235.2510381,237.8110831
1493368200,229.3602382,231.0780677
1493371800,229.3327456,230.571498
1493375400,234.3206119,236.0649865
1493379000,239.8487155,242.8162827
1493382600,239.8944814,243.0732955
1493386200,238.9931126,241.5173772
1493389800,241.3358555,243.6019327
1493393400,240.2157174,242.3342065
1493397000,240.0187033,241.0972496
1493400600,238.9193645,239.3689347
1493404200,233.0456402,233.4710378
1493407800,237.8307105,238.1611381
1493411400,238.4584087,240.0307894
1493415000,240.1228568,241.1868297
1493418600,241.1344837,242.4610633
1493422200,239.4222652,240.7920324
1493425800,241.0334864,243.1487345
1493429400,236.9999952,238.3970485
1493433000,232.0449068,232.9512286
1493436600,228.778169,229.8471012
1493440200,228.3807217,230.9412094
1493443800,228.3501682,229.9258173
1493447400,228.487381,230.9699169
1493451000,234.886168,237.8773259
1493454600,226.6448753,228.2919809
1493458200,231.2564506,231.7533811
1493461800,232.7517922,233.582053
1493465400,235.0264098,236.2306744
1493469000,231.3748795,233.2845368
1493472600,228.8629149,231.1595771
1493476200,237.089704,239.2425819
1493479800,239.6975753,241.951628
1493483400,239.8712587,241.0700743
1493487000,237.0984555,237.691197
1493490600,238.8147989,239.4614973
1493494200,240.1665975,240.9731824
1493497800,240.5472363,241.5348551
1493501400,242.3857752,243.1640678
1493505000,240.9954883,242.0012735
1493508600,241.5022306,242.7104159
1493512200,240.6666655,243.1897328
1493515800,238.4133322,239.9247493
1493519400,236.3101861,237.6652401
1493523000,226.7924157,229.5926557
1493526600,228.4748263,230.8355378
1493530200,229.0593805,230.1911113
1493533800,232.6705753,234.8976133
1493537400,236.3946757,238.027097
1493541000,233.8414678,235.5962736
1493544600,234.3717887,234.9667653
1493548200,235.9973747,237.0130468
1493551800,236.9587691,239.3620178
1493555400,231.5081856,239.4658259
1493559000,230.8749897,232.9154769
1493562600,232.1352451,235.1105267
1493566200,233.6647505,235.2845144
1493569800,233.9839694,235.9267184
1493573400,232.8216142,233.0252831
1493577000,234.2887006,234.6413415
1493580600,236.5693813,237.2042881
1493584200,240.3551139,241.5133579
1493587800,239.6029949,241.0565572
1493591400,242.8382547,244.1053769
1493595000,241.7271377,242.7036566
1493598600,241.4194261,243.1078261
1493602200,241.0772568,242.5844494
1493605800,238.3610679,240.7429102
1493609400,232.0858117,235.0617132
1493613000,229.2957269,232.2471173
1493616600,229.488134,231.7340502
1493620200,230.9802737,233.1834733
1493623800,233.1542606,237.7513767
1493627400,233.2050276,235.7971805
1493631000,231.893478,232.388822
1493634600,230.7086905,231.7187241
1493638200,235.4975031,237.1113416
1493641800,236.6518952,239.0307776
1493645400,231.4636472,233.6740057
1493649000,234.575179,236.6811878
1493652600,236.4265632,237.2607629
1493656200,238.522533,239.7603222
1493659800,234.8341926,234.884795
1493663400,241.291971,240.9490921
1493667000,240.2463783,240.0843681
1493670600,241.6692806,242.893777
1493674200,240.9993669,242.2686655
1493677800,240.4074118,241.8450001
1493681400,238.9605413,240.0686464
1493685000,237.4230148,238.2055135
1493688600,232.5308692,233.2529578
1493692200,229.9849943,231.757658
1493695800,231.628228,233.8727208
1493699400,230.8013042,233.5459548
1493703000,230.0404974,231.9461799
1493706600,233.6804659,236.1433024
1493710200,235.1090796,237.8585263
1493713800,231.6181115,234.136925
1493717400,238.9518305,240.7291489
1493721000,238.017242,239.4985106
1493724600,241.73456,242.5566692
1493728200,236.3060151,238.4048171
1493731800,232.1571535,234.8731241
1493735400,233.747515,235.4459517
1493739000,239.6446066,239.5793362
1493742600,242.0081787,240.9103818
1493746200,241.642687,241.0647593
1493749800,241.9118232,241.4025645
1493753400,242.1758619,241.5680469
1493757000,241.6463699,242.0636878
1493760600,242.2953316,243.18874
1493764200,240.5668111,241.5425436
1493767800,239.1717849,240.1559585
1493771400,234.6557922,235.8472302
1493775000,231.6475152,232.3029663
1493778600,231.1602697,232.9991103
1493782200,232.570508,234.6079151
1493785800,230.0742414,233.1390757
1493789400,236.2511059,238.0923771
1493793000,237.5059086,239.395288
1493796600,238.4458294,240.5354225
1493800200,233.8938368,235.7828316
1493803800,234.2540086,234.3342562
1493807400,234.0574068,234.4184124
1493811000,237.7028508,239.6061896
1493814600,237.5744038,240.0122891
1493818200,233.1597647,235.4200165
1493821800,239.9532228,242.4168916
1493825400,240.9814266,242.4172644
1493829000,240.6962725,239.9494043
1493832600,240.6313909,240.7562637
1493836200,240.5880547,240.7032812
1493839800,237.5535304,238.8556171
1493843400,238.7449353,240.9189778
1493847000,239.6298877,241.3381475
1493850600,236.7586217,238.0872152
1493854200,239.3561505,240.5930899
1493857800,239.3408355,240.5193939
1493861400,234.1974068,234.9823203
1493865000,225.9844642,227.2190548
1493868600,230.4313326,232.3737978
1493872200,235.8524413,238.6329403
1493875800,236.4580614,239.019312
1493879400,236.839419,239.6379797
1493883000,238.0793398,239.8190642
1493886600,232.0078242,234.3236939
1493890200,230.9944639,232.4095328
1493893800,232.2456788,232.6242637
1493897400,233.412004,235.4004349
1493901000,229.2103708,231.2521694
1493904600,228.0202773,231.1144678
1493908200,229.6276831,233.2353217
1493911800,233.8872911,235.0236752
1493915400,235.6063309,235.0965865
1493919000,233.2313754,232.6771611
1493922600,239.5420004,239.0193708
1493926200,240.3640044,240.1332283
1493929800,241.4097052,241.469921
1493933400,236.6369732,237.3247639
1493937000,241.6676752,241.8988143
1493940600,239.7800339,240.2922321
1493944200,239.4496551,240.8755652
1493947800,233.5111122,234.6236287
1493951400,232.7502795,235.4038532
1493955000,236.6066089,239.3789201
1493958600,232.7907623,236.2154577
1493962200,231.5684586,234.5352114
1493965800,236.4208281,238.9073715
1493969400,240.8371064,244.02027
1493973000,235.5765599,237.6858715
1493976600,235.2726186,236.7288718
1493980200,235.2093446,236.9628526
1493983800,240.8251744,243.7322459
1493987400,234.067166,236.738546
1493991000,229.4004153,231.7814364
1493994600,232.878966,235.4798081
1493998200,236.2670629,238.4254952
1494001800,239.1896879,238.6193817
1494005400,239.8577401,238.942725
1494009000,240.9198101,240.3167982
1494012600,238.1680669,237.781567
1494016200,242.8215505,242.5567566
1494019800,240.9703469,240.8705578
1494023400,237.6986807,237.3503825
1494027000,235.8573505,235.7711343
1494030600,235.860631,236.8892946
1494034200,230.6486148,231.4844411
1494037800,228.5464827,230.8819331
1494041400,231.0757864,233.6665825
1494045000,231.8441475,234.7937063
1494048600,234.7647481,236.7221492
1494052200,236.5654746,238.0907971
1494055800,239.1893852,241.2455262
1494059400,236.3019375,236.517365
1494063000,237.2209368,237.2925324
1494066600,238.4810754,239.4065576
1494070200,240.0441061,242.4103375
1494073800,229.3658581,231.2356661
1494077400,227.1893507,229.6125468
1494081000,228.761395,231.8281393
1494084600,233.1068623,234.9610751
1494088200,234.8511914,235.1392108
1494091800,233.5540254,233.5803077
1494095400,235.4593116,236.1674165
1494099000,237.8914171,239.3208627
1494102600,238.8076312,240.7587711
1494106200,238.2987875,239.7874993
1494109800,239.577412,241.1847211
1494113400,238.5788093,240.2223872
1494117000,235.7509912,237.7913293
1494120600,237.4798274,239.7653286
1494124200,235.2912778,238.0268137
1494127800,233.16859,235.2738951
1494131400,230.2700384,232.6414948
1494135000,219.123805,222.3650234
1494138600,228.847217,230.550457
1494142200,233.2700299,235.0664794
1494145800,230.5874563,232.0368815
1494149400,231.0143859,233.1986706
1494153000,229.1934885,231.4253449
1494156600,235.3150952,237.4403296
1494160200,232.6132255,234.9053519
1494163800,226.9498036,229.3128058
1494167400,231.2476167,233.3051924
1494171000,230.4579907,231.9180319
1494174600,231.7640798,231.321791
1494178200,232.7802491,233.011071
1494181800,234.7724718,235.5548191
1494185400,238.8196874,239.7467088
1494189000,239.0154405,240.6472822
1494192600,242.3017828,243.7191477
1494196200,239.0715173,240.4726363
1494199800,236.8879873,238.2673091
1494203400,236.3125601,238.424297
1494207000,230.9139334,233.2926854
1494210600,230.267635,232.9558967
1494214200,230.6033412,233.1054652
1494217800,227.2725801,230.8236556
1494221400,228.6099276,231.282963
1494225000,232.7045135,235.0269404
1494228600,238.2239607,241.3212994
1494232200,232.3212034,235.6770317
1494235800,232.0087033,233.6913794
1494239400,234.5749803,236.1162785
1494243000,237.3121939,239.8599343
1494246600,240.1447255,242.1449456
1494250200,238.259743,240.6048897
1494253800,232.6871165,234.2584006
1494257400,230.0800179,232.1850237
1494261000,229.7436342,233.9037073
1494264600,234.2230784,233.8347419
1494268200,232.6865195,232.573452
1494271800,240.1283954,240.532036
1494275400,241.4359687,242.3276201
1494279000,239.9990925,240.8787733
1494282600,241.2215323,242.4176905
1494286200,232.6708012,233.9740285
1494289800,238.0779823,238.9833907
1494293400,233.0153622,234.1354694
1494297000,231.0365472,232.755127
1494300600,229.0774354,231.6134266
1494304200,227.3062383,229.1143239
1494307800,226.5419372,229.8943949
1494311400,233.1343728,236.0505879
1494315000,237.7764273,241.6209041
1494318600,232.2592579,235.4504821
1494322200,232.1886733,233.4188721
1494325800,227.841927,229.7845131
1494329400,227.6130668,230.6577832
1494333000,238.2200089,240.8498547
1494336600,233.2348083,235.2019158
1494340200,237.3139914,239.6937265
1494343800,240.4975665,240.4831914
1494347400,239.9579634,238.5675912
1494351000,238.0885308,237.1697466
1494354600,241.407723,241.0826502
1494358200,239.0546508,239.2460119
1494361800,239.9978478,240.7392482
1494365400,241.4098236,242.4763063
1494369000,242.1078893,243.1486559
1494372600,241.4112796,242.3139849
1494376200,240.7641586,242.3228557
1494379800,236.5426131,238.2636558
1494383400,232.9427604,234.0934779
1494387000,228.8262786,231.0670146
1494390600,229.9364758,232.3499929
1494394200,229.0514867,231.6373333
1494397800,228.8411911,230.1333289
1494401400,234.2267722,236.0938423
1494405000,229.5489671,230.1435492
1494408600,232.2857385,231.7633051
1494412200,232.1650881,233.2630457
1494415800,232.577303,235.5131074
1494419400,235.975034,238.6596527
1494423000,232.2426394,234.7030665
1494426600,236.2634178,238.4974201
1494430200,238.6700776,240.2999382
1494433800,239.8547031,239.9311846
1494437400,239.999965,240.0753953
1494441000,239.070454,239.1820564
1494444600,235.0451593,234.9787011
1494448200,235.6711783,235.4345853
1494451800,237.4290676,237.3383379
1494455400,234.9071847,234.4191762
1494459000,236.595384,236.5677573
1494462600,236.4753232,237.5114543
1494466200,232.8298679,234.322956
1494469800,227.7087421,231.2301823
1494473400,228.8766936,230.4423441
1494477000,227.8181846,230.046227
1494480600,229.1358301,230.6055662
1494484200,233.7464435,235.3182655
1494487800,234.6903152,237.1319883
1494491400,229.5382515,230.8082512
1494495000,230.9353184,230.9035834
1494498600,232.8443942,234.6935517
1494502200,238.9211057,240.8040229
1494505800,236.4087056,238.4568124
1494509400,234.3805463,236.067155
1494513000,230.9237373,232.6339511
1494516600,240.3110555,241.0563838
1494520200,237.4892652,237.3398413
1494523800,239.6739213,237.5737453
1494527400,241.0685665,239.3217892
1494531000,237.3839243,236.4104137
1494534600,225.8517293,225.5651673
1494538200,237.8194871,237.8686772
1494541800,239.129338,239.3025325
1494545400,237.3535898,237.8706963
1494549000,237.5524643,237.9243993
1494552600,233.9242599,235.317772
1494556200,229.0590291,231.3609406
1494559800,231.5623203,232.7325043
1494563400,230.5628837,231.9617042
1494567000,228.2953977,229.0879991
1494585000,233.8839015,235.5405413
1494588600,238.2358315,240.970333
1494592200,239.7227076,242.0922377
1494595800,239.1368021,241.006148
1494599400,240.2235464,241.8281234
1494603000,240.4245909,241.2386997
1494606600,236.9871198,235.305948
1494610200,239.1568436,237.9890692
1494613800,238.56496,238.7281171
1494617400,240.3198484,241.0356486
1494621000,238.7656284,239.7148904
1494624600,241.1403218,242.6715048
1494628200,240.6849043,241.798037
1494631800,241.4183192,242.2991576
1494635400,238.7328974,240.0450416
1494639000,236.5147541,237.075969
1494642600,232.4725885,233.7816702
1494646200,228.1720546,230.4961884
1494649800,223.9260232,225.6895036
1494653400,227.8916119,230.0076665
1494657000,231.1116962,232.6517802
1494660600,234.2895231,236.0050062
1494664200,231.35079,232.8114871
1494667800,229.4758817,230.0321174
1494671400,230.3925041,231.1233672
1494675000,233.0065144,235.1604638
1494678600,235.2020424,237.372786
1494682200,232.912823,234.8694507
1494685800,234.415365,236.2699497
1494689400,229.1336379,241.6290857
1494693000,236.931,236.4579185
1494696600,238.4032285,238.0444914
1494700200,239.619036,238.293849
1494703800,240.7382477,240.234421
1494707400,238.2215788,237.9205476
1494711000,240.2977598,241.1658114
1494714600,240.6953559,241.6742183
1494718200,241.2218323,240.3466187
1494721800,241.340126,241.7612953
1494725400,239.6620247,241.9306435
1494729000,240.3330005,242.0214767
1494732600,231.6572449,234.6801223
1494736200,227.7110694,231.7106058
1494739800,227.8204444,229.2977503
1494743400,232.0307596,233.3102555
1494747000,232.3802739,232.1496549
1494750600,232.1194988,232.0107762
1494754200,233.2829623,232.5143757
1494757800,232.4789714,235.6092611
1494761400,236.7356179,238.243232
1494765000,235.5545156,237.9712089
1494768600,233.0657578,235.3057993
1494772200,235.3133161,237.5121906
1494775800,237.7286537,238.6327994
1494779400,239.4528952,237.9996519
1494783000,232.5572152,230.8860052
1494786600,241.4097779,239.5788462
1494790200,238.6843806,238.1671308
1494793800,237.6659425,237.4272645
1494797400,239.3396853,238.812842
1494801000,241.848926,242.5346999
1494804600,241.1351477,241.8812443
1494808200,240.2417979,241.6347565
1494811800,234.480063,235.875036
1494815400,228.8957591,229.6855105
1494819000,232.6074092,235.445874
1494822600,229.5050291,232.7523948
1494826200,233.4699199,235.6047047
1494829800,235.3480504,237.0038276
1494833400,238.3683645,240.9750983
1494837000,233.6226851,235.8431232
1494840600,233.9249545,234.5290944
1494855000,230.9383551,233.2436432
1494858600,234.1344745,235.465076
1494862200,236.4356084,237.5194344
1494865800,238.9415309,238.089572
1494869400,239.0023375,237.9580412
1494873000,240.2574522,239.132036
1494876600,238.3685203,237.7176823
1494880200,238.665243,239.1677042
1494883800,240.9650015,241.6179289
1494887400,235.53829,236.6595683
1494891000,242.0503491,242.8434636
1494894600,240.651757,242.3969978
1494898200,236.0384009,236.8091392
1494901800,227.4703054,229.0206223
1494905400,236.1914908,238.4426351
1494909000,234.656013,236.9407713
1494912600,233.593372,236.4113439
1494916200,236.2149203,238.3247295
1494919800,241.1513199,242.9854483
1494923400,235.0724503,236.3464119
1494927000,234.7198874,235.4466129
1494930600,238.3214229,238.6889376
1494934200,239.4727877,240.8459566
1494937800,225.7557992,227.779622
1494941400,229.3548848,231.4048104
1494945000,230.4392941,232.8142732
1494948600,238.7177658,240.6997301
1494952200,237.3711381,237.317027
1494955800,241.5040296,240.3199685
1494959400,240.6203644,239.3445117
1494963000,239.7746979,239.4148188
1494966600,238.7437212,238.9210802
1494970200,241.3795175,241.377575
1494973800,242.4381207,242.4971684
1494977400,241.1847368,241.3842354
1494981000,238.8741735,240.6952249
1494984600,234.8231599,236.3578933
1494988200,233.477205,234.2207038
1494991800,226.9452702,233.7212213
1494995400,228.8313848,231.8812328
1494999000,229.9304293,233.2155035
1495002600,227.5844974,229.6939119
1495006200,239.6827714,241.1593463
1495009800,232.7309664,236.2693628
1495013400,232.0584941,232.1246966
1495017000,235.3734182,236.983029
1495020600,238.5331737,240.9296623
1495024200,232.0320354,233.7496874
1495027800,231.6198854,233.0724693
1495031400,233.2856771,234.70994
1495035000,234.7329994,239.1081318
1495038600,240.045092,240.2807274
1495042200,240.5960701,240.2723058
1495045800,240.5486744,240.022649
1495049400,241.1675574,241.1543271
1495053000,239.5098616,240.7817478
1495056600,240.1584882,241.3197894
1495060200,239.8226387,240.9299718
1495063800,239.4390082,240.3138285
1495067400,237.0493185,238.6482326
1495071000,234.6485078,235.8975292
1495074600,229.1682212,229.9765435
1495078200,235.7736839,237.9297776
1495081800,234.3238049,236.9721238
1495085400,233.3970755,235.9226301
1495089000,237.5971957,238.994426
1495092600,240.9981839,242.1648036
1495096200,235.8770097,238.1004528
1495099800,235.7041359,236.1540679
1495103400,237.887783,237.5867669
1495107000,239.006306,239.8428704
1495110600,241.8102497,243.6968248
1495114200,233.5662638,235.8393222
1495117800,236.4349977,237.7594713
1495121400,231.9240644,231.8160451
1495125000,236.8997632,234.7670218
1495128600,231.1180039,236.5935385
1495132200,239.000581,237.9360676
1495135800,236.9536755,237.1217289
1495139400,232.4843302,238.0867074
1495143000,237.8020781,238.5291672
1495146600,238.6293792,239.4176086
1495150200,237.7152375,238.2379145
1495153800,238.1538751,238.2062555
1495157400,235.1040655,235.2955943
1495161000,230.1309579,229.7646884
1495164600,229.0921719,230.1702084
1495168200,233.8046563,236.2085507
1495171800,231.0468669,232.6070146
1495175400,234.8854448,236.9416296
1495179000,239.782734,242.2765269
1495182600,235.718756,236.8958949
1495186200,235.5400602,236.0514194
1495189800,235.228281,237.4758789
1495193400,239.3599185,241.1416989
1495197000,241.4936504,243.3356912
1495200600,235.7594044,237.7342546
1495204200,238.2591027,239.169446
1495207800,239.7075165,239.7700628
1495211400,241.0791638,239.4147759
1495215000,239.8323988,238.5037319
1495218600,241.3078768,240.1877309
1495222200,238.4008598,238.1913053
1495225800,237.8609775,237.7986661
1495229400,238.7102239,239.0084562
1495233000,239.5351433,239.5540196
1495236600,239.0564649,238.8618898
1495240200,235.0242225,234.9845121
1495243800,235.456036,236.9632169
1495247400,231.6131357,232.5220983
1495251000,229.0963798,230.441845
1495254600,228.5471996,229.7886179
1495258200,227.00428,229.404187
1495261800,229.7213352,231.848448
1495265400,231.5322055,233.5661055
1495269000,222.1158825,232.9679003
1495272600,231.3257369,232.5390226
1495276200,235.2037303,235.0604332
1495279800,237.8450282,238.272234
1495283400,237.6596168,239.1003827
1495287000,236.2769168,238.6061011
1495290600,238.4264623,240.6773587
1495294200,238.5470063,240.2653476
1495297800,236.7597218,236.5205687
1495301400,233.5124146,233.4281987
1495305000,235.9339389,236.1111614
1495308600,236.9967832,237.881376
1495312200,238.180368,239.5867898
1495315800,239.0457469,240.3928539
1495319400,239.2828733,240.8027572
1495323000,237.7403371,239.2724433
1495326600,238.8163728,240.4150726
1495330200,238.6530746,240.5618424
1495333800,237.6242752,238.7055344
1495337400,236.1574815,237.4879167
1495341000,232.5234411,233.834523
1495344600,226.4175762,227.9425118
1495348200,233.2057613,234.5709833
1495351800,235.457741,236.2277938
1495355400,233.3768716,233.7948974
1495359000,232.9995933,233.5237632
1495362600,235.1267974,235.5379614
1495366200,237.1016166,237.8870074
1495369800,234.1263281,235.0880586
1495373400,233.7754098,235.9013162
1495377000,233.6112475,236.0424678
1495380600,234.9311935,237.1387873
1495384200,235.6146817,235.7475401
1495387800,232.8567637,231.5972596
1495391400,235.0334213,234.1467261
1495395000,236.5492621,235.8524088
1495398600,238.3063364,239.2112021
1495402200,238.2583253,238.9459607
1495405800,240.9387401,241.8887013
1495409400,240.0165751,240.3618622
1495413000,238.8315058,239.5298645
1495416600,234.8514722,235.8681905
1495420200,229.5403644,230.2582204
1495423800,232.6784561,234.7961684
1495427400,228.0901407,230.6232015
1495431000,228.9870017,231.3055063
1495434600,229.5767162,231.5113012
1495438200,234.2585411,236.258537
1495441800,228.5516026,230.0589825
1495445400,227.8824071,228.5266693
1495449000,226.6534074,226.3117436
1495452600,233.5299491,233.8120862
1495459800,236.8074888,239.3454491
1495463400,238.4941687,241.0368671
1495467000,236.2415867,238.502009
1495470600,240.1688702,241.3523942
1495474200,237.0939122,236.9660444
1495477800,239.0783847,238.937739
1495481400,238.7194668,239.5676794
1495485000,240.8733657,241.523718
1495488600,238.8336231,239.833338
1495492200,239.0952201,240.2281612
1495495800,239.0220714,239.7696021
1495499400,233.336799,234.0784421
1495503000,236.3625885,236.4486922
1495506600,229.7965309,230.7686155
1495510200,228.1319452,229.9149834
1495513800,227.4870217,230.5300408
1495517400,229.2116949,231.7529668
1495521000,232.4512296,234.7167238
1495524600,236.6423586,238.75288
1495528200,231.2161601,233.1622079
1495531800,231.7300469,231.8581375
1495535400,235.4214549,235.3768222
1495539000,237.5297158,241.8991468
1495542600,236.7692873,237.9973915
1495546200,237.2780898,238.8232086
1495549800,237.8904036,242.5176713
1495553400,241.6179199,243.2613989
1495557000,238.7477549,237.6494224
1495560600,238.9963366,236.9978886
1495564200,241.2616586,239.5027736
1495567800,240.3066644,238.8937458
1495571400,241.2533035,239.8654651
1495575000,242.349627,241.1685083
1495578600,242.1520365,240.959889
1495582200,242.2500153,241.8306196
1495585800,241.5888837,241.4843102
1495589400,238.2025723,238.3550901
1495593000,229.8727509,230.5484329
1495596600,229.9353081,231.4216691
1495600200,227.1383389,232.0237017
1495603800,227.4801366,229.7520697
1495607400,232.0395235,233.8375427
1495611000,237.7941096,239.8720961
1495614600,233.2745802,234.255054
1495618200,232.2341998,232.4176469
1495621800,234.3811486,234.6520333
1495629000,239.3550136,241.2705303
1495632600,240.4384013,242.6245153
1495636200,239.8978297,242.3085209
1495639800,236.8611259,238.4331639
1495643400,232.0938309,232.1801629
1495647000,238.6751053,236.1583761
1495650600,240.1494088,237.7965543
1495654200,241.0810381,239.0352085
1495657800,242.3305801,241.3678602
1495661400,240.5349923,239.1812822
1495665000,240.0848066,238.9623017
1495668600,238.455126,237.6289636
1495672200,238.4688389,238.0748323
1495675800,235.1391084,235.0525421
1495679400,231.0778928,231.4791273
1495683000,230.1503629,231.0809553
1495686600,227.7609716,229.8691098
1495690200,229.2908402,232.1178058
1495693800,231.717008,233.951391
1495697400,235.6890661,237.5937672
1495701000,231.3322349,233.0626525
1495704600,231.118294,232.002514
1495708200,232.6182002,233.6525447
1495711800,235.5636733,236.4051738
1495715400,235.6228433,239.9211069
1495719000,237.3121465,239.933543
1495722600,239.1489966,241.1613301
1495726200,239.210807,241.5330008
1495729800,238.4094337,238.9488641
1495733400,240.5416311,239.1138542
1495737000,242.299069,240.1610613
1495740600,240.5253479,239.9089703
1495744200,242.6068579,242.1652064
1495747800,240.2237165,240.0163688
1495751400,241.0893317,241.1960414
1495755000,237.9198179,238.2957281
1495758600,239.3483126,239.8601144
1495762200,234.6615362,235.6100007
1495765800,230.5680128,232.6520531
1495769400,225.4878672,227.1940137
1495773000,227.9430572,229.8781907
1495776600,230.139965,232.304346
1495780200,231.704454,234.2069646
1495783800,236.127646,237.9810794
1495787400,228.9074617,230.5319584
1495791000,231.0388771,231.1925813
1495794600,230.7843969,230.2603835
1495798200,234.0534174,234.6241145
1495801800,238.31459,239.8430374
1495805400,236.7386537,238.3597763
1495809000,239.7068251,241.9940674
1495812600,238.3308615,240.0483942
1495816200,240.7382962,242.779082
1495819800,241.263463,241.9942895
1495823400,242.1185064,241.3054923
1495827000,240.7853825,240.596226
1495830600,241.9038659,242.3575606
1495834200,239.5993358,240.2218831
1495837800,237.8797228,238.7640077
1495841400,237.7997938,238.3365988
1495845000,236.9920978,237.7373701
1495848600,236.9068941,237.853019
1495852200,233.0356424,234.1881954
1495855800,228.8409056,231.0136319
1495859400,227.7363543,229.7499083
1495863000,229.5726615,231.3690656
1495866600,232.824174,235.3519002
1495870200,234.0436159,236.3153951
1495873800,231.40033,232.6677985
1495877400,229.8474273,231.534502
1495881000,228.8991133,229.948009
1495884600,235.6745361,237.2471344
1495888200,233.0048763,235.2687674
1495891800,235.9187305,238.9373823
1495895400,237.5769695,240.7412991
1495899000,237.6854821,240.0729714
1495902600,238.4249423,239.9029024
1495906200,237.1346,236.5262867
1495909800,236.3944115,235.6438616
1495913400,240.8287141,241.7808822
1495917000,239.2217416,240.0484571
1495920600,238.4331518,239.3464397
1495924200,240.10978,240.9100722
1495927800,240.0890104,240.9517564
1495931400,240.8607483,241.7450322
1495935000,237.5519688,238.502349
1495938600,236.1827548,237.4007621
1495942200,233.3400622,235.772629
1495945800,229.7061199,232.5587029
1495949400,227.9574205,230.5932625
1495953000,229.9775053,231.6918406
1495956600,231.3770914,232.5953302
1495960200,229.166811,230.11942
1495963800,230.0135053,230.4430734
1495967400,231.4640451,231.626776
1495971000,236.6786736,237.3636877
1495974600,236.277637,238.6548292
1495978200,233.2878255,235.909038
1495981800,232.5791271,234.8417916
1495985400,232.7736079,234.9287542
1495989000,229.9997652,231.8391544
1495992600,232.1219819,232.9731988
1495996200,231.0727513,229.9099964
1495999800,235.0108868,234.3724743
1496003400,237.5220457,236.8967252
1496007000,237.8967592,238.0133916
1496010600,239.3405798,239.9336145
1496014200,237.7454485,238.6786471
1496017800,237.2877105,237.5643802
1496021400,234.6583563,235.6361982
1496025000,231.2243946,232.7644215
1496028600,229.0532977,231.0685211
1496032200,227.1924571,229.9928836
1496035800,226.4191753,229.2785494
1496039400,229.8264825,232.0201775
1496043000,234.7500509,237.1421201
1496046600,230.4606866,232.0982871
1496050200,228.2073849,229.8429384
1496053800,231.2408518,231.7979587
1496057400,234.9784289,236.9394681
1496061000,230.5796011,232.6440302
1496064600,238.6593577,241.0049161
1496068200,238.6136278,241.7305328
1496071800,239.5287073,241.8375315
1496075400,236.3513639,236.9311767
1496079000,237.4773358,235.6532769
1496082600,238.0104352,237.7913383
1496086200,239.5756988,239.6857684
1496089800,239.4164192,240.4770739
1496093400,238.2144111,240.178918
1496097000,239.4492205,241.025374
1496100600,237.4205323,238.7410746
1496104200,234.9572336,236.172301
1496107800,234.9921103,236.1443029
1496111400,230.1034114,231.584526
1496115000,225.2464067,227.8700087
1496118600,231.4219783,234.3284845
1496122200,229.8864784,233.3667477
1496125800,232.3962464,234.6734623
1496129400,235.8145033,238.1227828
1496133000,230.5549467,232.8940541
1496136600,229.6903737,231.0874551
1496140200,231.6147056,233.2388604
1496143800,231.4399302,232.4797243
1496147400,237.5052037,239.0374387
1496151000,237.8753233,239.9372986
1496154600,238.6402977,240.4239656
1496158200,241.1573132,242.4189018
1496161800,238.957291,240.2152967
1496165400,238.8191743,238.5570766
1496169000,241.8110345,241.344076
1496172600,236.5799508,236.4272774
1496176200,238.2594448,239.1694122
1496179800,237.9139877,238.343102
1496183400,239.2572778,240.115093
1496187000,238.0054565,238.8280825
1496190600,238.7632257,239.2419721
1496194200,234.7053362,235.6166762
1496197800,230.2208384,232.1397964
1496201400,226.0138453,228.2963099
1496205000,230.1847773,233.13591
1496208600,231.0630039,233.7450486
1496212200,233.4306265,235.761327
1496215800,237.0249659,239.3593631
1496219400,231.8729197,233.8548946
1496223000,231.7154939,232.1223303
1496226600,233.7505762,234.3041994
1496230200,238.7857715,240.6995326
1496233800,240.2723651,242.346271
1496237400,236.8552506,239.9609592
1496241000,233.52958,236.3140705
1496244600,239.8257791,242.3639471
1496248200,235.4609127,236.0279393
1496251800,234.6117061,232.9775556
1496255400,240.8657399,238.5738451
1496259000,240.8872464,238.9011178
1496262600,233.4891948,232.6986194
1496266200,238.4760746,238.4705455
1496269800,235.2346077,235.3964709
1496273400,238.2716737,238.8483242
1496277000,238.0580559,238.87184
1496280600,235.1080764,236.2218688
1496284200,229.3307637,231.5402214
1496287800,227.7810246,229.6851306
1496291400,229.1723387,231.2896093
1496295000,227.545589,230.7936306
1496298600,226.8753394,230.2057731
1496302200,234.5150911,236.0881898
1496305800,229.3109279,230.5510773
1496309400,229.2810688,229.0754688
1496313000,230.8626477,231.5679923
1496316600,234.1338404,236.4306152
1496320200,236.5362792,238.7516151
1496323800,235.2402157,237.7604158
1496327400,236.2345097,238.4668318
1496331000,239.1956423,240.9677948
1496334600,238.3625306,240.0440218
1496338200,238.0359662,238.6112498
1496341800,240.5109768,240.4584086
1496345400,239.8639618,240.2028843
1496349000,240.7771174,240.7334587
1496352600,235.1927635,236.405815
1496356200,239.4510143,240.9767051
