,T1,V1,W1,CNumber,Closeness_Value
4784,1527541200.0,231.3035749,232.7386873,4.0,0.05336819169333141
4772,1499923800.0,229.0178648,231.22094050000004,4.0,0.12634515064558377
4771,1485235800.0,230.54581659999997,233.62190429999998,4.0,0.057813271227013886
4550,1486103400.0,230.9338188,234.23660129999996,4.0,0.08626786684983895
4540,1511523000.0,234.35471950000002,236.3325137,4.0,0.1137649971668658
4517,1510824600.0,232.36792119999998,234.24449650000003,4.0,0.05612726208091535
4514,1512646200.0,234.61316300000001,236.39724399999997,4.0,0.10022756393292118
4510,1512498600.0,234.37913860000003,237.1824202,4.0,0.12038223028998507
4503,1510147800.0,233.58107320000002,234.8346203,4.0,0.09146048848925356
4493,1510986600.0,234.55673689999998,236.1942509,4.0,0.12192132081177552
4491,1510720200.0,234.608021,235.6575735,4.0,0.11450976199573136
4489,1505960999.9999998,222.6699141,227.705942,4.0,0.10245973635801602
4483,1501032600.0,228.64760640000003,230.9110335,4.0,0.08482678525640577
4482,1512109800.0,233.98735440000002,236.38243349999996,4.0,0.10196936111768252
4473,1503811800.0,224.5729191,225.9091877,4.0,0.0694810494897469
4553,1510723799.9999998,232.413623,234.1841479,4.0,0.05656145516171701
4472,1510299000.0,232.2353972,233.39066170000004,4.0,0.04556980639325863
4461,1488745800.0,239.505542,241.8883733,4.0,0.10123546093684732
4451,1498325400.0,228.09406809999996,230.29524230000004,4.0,0.11923953443393619
4446,1514046600.0,235.481449,237.6750567,4.0,0.11834075495565086
4445,1510889400.0,233.41352980000002,234.241447,4.0,0.06670174133162074
4440,1506778200.0,231.76335599999996,234.68087049999997,4.0,0.12380452209691827
4433,1481797799.9999998,233.39830570000004,235.02248259999996,4.0,0.05096991147212734
4432,1506508200.0,232.4039397,233.95387779999996,4.0,0.11807458306825168
4423,1488785400.0,238.70532,241.03577370000002,4.0,0.11148440769478805
4422,1511731800.0,232.42723540000003,235.73344730000002,4.0,0.07983718062590937
4414,1487010600.0,236.08667389999997,238.7860693,4.0,0.07257167373771854
4412,1509240600.0,232.5997854,233.3348246,4.0,0.0625758584657779
4411,1514068200.0,235.1616184,237.071005,4.0,0.1002835232186778
4467,1486276200.0,234.0797543,235.0234277,4.0,0.09919661309619784
4565,1486474200.0,233.23054189999996,235.66706200000002,4.0,0.08643681480235865
4571,1488367800.0,236.39294720000004,238.5758793,4.0,0.1257494791179638
4572,1488540600.0,237.6838621,240.1690018,4.0,0.11243543530353547
4767,1495769400.0,225.48786719999998,227.1940137,4.0,0.04949075765008239
4766,1514043000.0,234.9370566,237.3598836,4.0,0.1057448893435031
4765,1527613199.9999998,231.17886370000002,231.71437069999996,4.0,0.07158483591789419
4761,1507267800.0,231.2695201,233.66824050000002,4.0,0.08140308734268893
4757,1507469400.0,231.1653022,233.8199944,4.0,0.08100230969678851
4743,1509208200.0,233.4876099,235.3984539,4.0,0.11969629878951188
4735,1495449000.0,226.6534074,226.3117436,4.0,0.11067612737390596
4728,1488742200.0,239.940384,242.4261091,4.0,0.09599733921513652
4716,1511850600.0,235.1923727,236.3829777,4.0,0.11974090402579421
4714,1498066200.0,227.0118967,228.2203208,4.0,0.05810664199884513
4713,1527152400.0,230.27048200000002,232.2203201,4.0,0.07665490540105196
4709,1527397200.0,230.51464710000002,232.6011802,4.0,0.0690116069414722
4701,1511793000.0,234.22589409999998,236.14299349999996,4.0,0.1032814493318106
4686,1508427000.0000002,230.9113531,233.27850359999996,4.0,0.05258527426463057
4671,1489185000.0,240.58019850000002,244.1790425,4.0,0.09703211104714143
4665,1486125000.0,234.5478876,237.291374,4.0,0.056348382868662686
4664,1483331400.0,228.4113178,230.35224150000002,4.0,0.04761893472540418
4648,1513279800.0,234.7488521,237.2759417,4.0,0.11358963347865007
4642,1485927000.0,230.10209830000002,231.89149999999998,4.0,0.12609334766283256
4631,1505917800.0,230.3747012,233.43403629999997,4.0,0.08766109270039465
4629,1488375000.0,235.91192459999996,238.5338529,4.0,0.12644703191098247
4626,1485088200.0,228.6165763,231.9333753,4.0,0.07046652566443654
4625,1510896600.0,232.44830710000002,234.3261649,4.0,0.05761372418028829
4592,1506065400.0000002,229.80212609999998,232.1849176,4.0,0.04870792675465763
4582,1486909800.0,233.1818918,235.6734163,4.0,0.10416185711393268
4580,1509881400.0,232.8331487,235.1874292,4.0,0.09513478109726871
4574,1509787800.0,233.1712666,234.2926788,4.0,0.08020293692992128
5155,1510126200.0,234.04611020000002,235.1536603,4.0,0.10530496177541082
4409,1509060600.0,231.7028629,234.25580620000002,4.0,0.07346321944729821
5168,1489001400.0,240.73514939999998,242.9534691,4.0,0.09924754439631772
5176,1484458199.9999998,227.4534252,230.02416060000002,4.0,0.07707893172872424
5757,1487043000.0,234.8316107,236.8818137,4.0,0.09562313312989
5756,1510799400.0,233.6524731,235.27627089999996,4.0,0.09194029148054157
5754,1498282200.0,226.79330499999998,229.459724,4.0,0.06831615347934426
5750,1514410200.0,235.1785286,236.92656499999998,4.0,0.0922309727265993
5744,1485080999.9999998,230.9831848,233.02154339999998,4.0,0.06763118452788065
5742,1511677800.0000002,233.16093510000002,235.13042639999998,4.0,0.07103550522107989
5739,1499225400.0,228.6034872,230.29271059999996,4.0,0.10930949977610949
5737,1497947400.0,226.6855768,228.962552,4.0,0.06167257787221424
5726,1488713400.0,239.0855909,241.13791740000002,4.0,0.10795824956394437
5725,1486456200.0,231.66669029999997,233.77732400000002,4.0,0.11442718379486541
5719,1488738600.0,241.71955040000003,244.25763149999997,4.0,0.08045207277842693
5718,1486837800.0,238.5233613,241.0352624,4.0,0.050478123993584485
5758,1508653799.9999998,230.83748220000004,233.09294709999998,4.0,0.04546330580644366
5703,1487608200.0,239.17731729999997,241.9678588,4.0,0.0652658207534186
5684,1488987000.0,241.33372200000002,244.03255689999997,4.0,0.08969072425832679
5683,1486719000.0,230.854104,233.6413203,4.0,0.1263298981020361
5677,1509352200.0,231.74904170000002,234.0580617,4.0,0.06523648916282998
5674,1512549000.0,232.89139979999996,235.0304056,4.0,0.05621512851975148
5643,1527667200.0,231.73268190000002,232.3545694,4.0,0.052335065882231545
5640,1511073000.0,232.9150467,235.84463130000003,4.0,0.09478970582321763
5637,1506558600.0,231.4051322,233.16583429999997,4.0,0.08267720399777478
5629,1527220800.0,231.1399126,233.3484976,4.0,0.04830643668889355
5628,1527807600.0,231.10329189999996,232.27235190000002,4.0,0.0654696419313753
5627,1500859800.0,228.4647268,229.53798549999996,4.0,0.05879401752439642
5625,1513967400.0,234.1688542,236.3946767,4.0,0.07783005391384616
5615,1514172600.0,233.94290440000003,234.9654185,4.0,0.0458867406910318
5694,1488929400.0,238.00765090000002,240.7609525,4.0,0.12019829198603206
5610,1527274800.0,229.6266107,230.53399549999997,4.0,0.12803694653776826
5759,1509737399.9999998,233.9689521,235.20187099999998,4.0,0.11204212045872917
5775,1506249000.0,231.732692,234.1995762,4.0,0.11957253611505278
5937,1502854200.0,229.7922824,231.7424173,4.0,0.09019371038757193
5934,1489059000.0000002,241.61851009999998,243.8740776,4.0,0.09278258612265457
5927,1511872199.9999998,234.3325204,236.098354,4.0,0.10212156495029741
5923,1511433000.0,232.6193907,234.74299569999997,4.0,0.06119526378618515
5898,1500521400.0,230.0444617,230.60807759999997,4.0,0.12375515158574092
5896,1488814200.0,240.09448099999997,242.9342038,4.0,0.09406410187388184
5890,1513362600.0,234.3488853,237.3957823,4.0,0.1124749445518705
5887,1512297000.0,234.55440939999997,236.47184950000002,4.0,0.1068249028842269
5882,1504330200.0,230.2548445,232.9950923,4.0,0.10220570139018859
5879,1487799000.0,240.18206009999997,242.21347710000003,4.0,0.06949889694162417
5875,1511530200.0,232.6760022,234.7702879,4.0,0.061046807250103884
5871,1486711800.0,234.99023790000004,236.37744190000004,4.0,0.09340385109629495
5767,1512390600.0,233.2471649,234.9630074,4.0,0.05942293350717723
5869,1513582200.0,234.2657631,234.9573248,4.0,0.055296228128217766
5851,1509406200.0,232.54712700000002,234.6557642,4.0,0.08636353046848613
5849,1506094200.0,230.5571122,233.67445040000004,4.0,0.09338771295616369
5846,1511890200.0,234.31977369999998,236.85209710000004,4.0,0.12086350990922717
5836,1510752600.0,232.35879000000003,234.6109007,4.0,0.06466571308248073
5833,1512203400.0000002,233.289223,234.7631048,4.0,0.058160813107988804
5828,1488519000.0,222.7237388,225.22466150000002,4.0,0.12429107555431662
5826,1488824999.9999998,240.8189508,241.94468649999996,4.0,0.10509422096262067
5809,1487896200.0,237.3501572,240.0022651,4.0,0.0912011809137365
5807,1485930600.0,233.39006389999997,235.1912768,4.0,0.07559003794594932
5801,1486013400.0,231.36462379999998,234.06023679999998,4.0,0.08658433584358907
5781,1489012200.0,240.0834543,242.78816270000002,4.0,0.10156309691645475
5780,1486913400.0,235.4265249,238.6583724,4.0,0.07020803978137681
5863,1509773400.0,231.9023298,233.8505061,4.0,0.05676222272995725
5573,1508391000.0,231.5308731,233.28217839999996,4.0,0.05927377695788816
5564,1489527000.0,240.1899938,243.09441010000003,4.0,0.11606045106562175
5558,1487619000.0,240.73460219999998,242.24784339999997,4.0,0.06561965672136473
5334,1486081800.0,235.138896,237.7891782,4.0,0.05135337677486502
5328,1488897000.0,240.3568519,244.2166308,4.0,0.08898620346092256
5324,1496889000.0,225.96888519999996,227.421665,4.0,0.045211476502987846
5321,1487784600.0,239.31425920000004,241.61249040000004,4.0,0.07337975995590965
5312,1489253400.0000002,239.2162032,241.880943,4.0,0.11903466989845386
5289,1509766200.0,232.9306761,234.7805855,4.0,0.08807848934752074
5285,1512307800.0,232.3705735,235.6762966,4.0,0.0710508984613294
5278,1527602400.0,230.89041,232.8207697,4.0,0.06078184447072535
5270,1502983800.0,229.87064219999996,232.78700690000002,4.0,0.1180243700353214
5262,1507822200.0,231.5754109,232.56600799999998,4.0,0.05458898014348518
5259,1511307000.0,233.800415,235.9925452,4.0,0.10280146458839436
5252,1507012199.9999998,231.6602856,233.1688336,4.0,0.07901020801240871
5345,1508394600.0000002,232.97513240000004,234.5332208,4.0,0.10565358636782796
5250,1513751400.0,234.2990085,235.88736819999997,4.0,0.070649609467367
5235,1486989000.0000002,236.92297840000003,239.3433013,4.0,0.06750739436078472
5227,1485916200.0,229.5815048,232.07491989999997,4.0,0.11488722384718393
5215,1514158200.0,233.9218967,235.5630235,4.0,0.056363694122589084
5199,1512145800.0,232.88192570000004,235.366588,4.0,0.06819908356445478
5196,1500093000.0,228.41363789999997,230.4103892,4.0,0.08751943618126191
5193,1486863000.0,237.0766554,238.9529461,4.0,0.06875547838025588
5189,1487611800.0000002,237.9403014,239.7428355,4.0,0.08562677524135762
5185,1489048200.0,238.55200950000003,241.15829349999998,4.0,0.11973320842733433
5183,1509237000.0,233.17481699999996,234.3964508,4.0,0.09106133814104468
5182,1489530600.0,240.8638803,243.55750130000004,4.0,0.11101795488075616
5181,1510515000.0,233.3577539,236.07512160000002,4.0,0.11352426207694451
5180,1481779800.0,230.429223,232.3818019,4.0,0.053086652225245126
5237,1487601000.0,240.3092909,243.5007315,4.0,0.05526165718420376
5351,1498541400.0,228.2195445,230.09813549999998,4.0,0.11168641985084458
5354,1497983400.0,228.7184838,228.9345471,4.0,0.12183368308298458
5362,1506069000.0,230.73243940000003,232.3865708,4.0,0.06413569809500677
5556,1506353400.0,230.60439099999996,232.70651459999996,4.0,0.06492073541643728
5543,1501911000.0,229.45087919999997,230.87437429999997,4.0,0.08283036318947909
5537,1481855400.0,230.7340663,231.22568820000004,4.0,0.09588378803047079
5530,1514133000.0,232.6994554,235.4679128,4.0,0.048230921055390764
5517,1485937800.0000002,234.9628406,237.351952,4.0,0.05144109647927161
5513,1487014200.0,238.1584517,241.2147171,4.0,0.053723806711393284
5490,1486899000.0,237.0977612,239.9637703,4.0,0.05917760267556876
5481,1486978200.0,233.3505213,235.41369840000002,4.0,0.11262926335282764
5457,1507800600.0,231.15274200000002,232.6881477,4.0,0.05129469030467546
5456,1507044599.9999998,232.1604244,233.18952650000003,4.0,0.08680627055672828
5450,1488555000.0,240.4679347,242.9732862,4.0,0.08531962053415114
5447,1512048600.0,234.6820345,236.86377909999996,4.0,0.12214742990424765
5446,1486171800.0,231.2834245,233.2189269,4.0,0.11189464077338888
5426,1511429400.0,232.88210720000004,234.9130687,4.0,0.06706954526618768
5422,1510194600.0,232.23654720000002,234.5953423,4.0,0.07056799679983476
5417,1494534600.0,225.85172929999996,225.5651673,4.0,0.1139231098931114
5409,1512639000.0,232.8758085,234.6898901,4.0,0.048429766578280554
5408,1508218200.0,231.97306310000002,233.6437817,4.0,0.07459876906132167
5404,1500427800.0,228.7211552,230.6278459,4.0,0.09216531539648692
5403,1510662600.0,232.67608209999997,234.6669761,4.0,0.06987030225424205
5402,1486265400.0,233.34707540000002,235.54823800000003,4.0,0.08094070435315914
5399,1488828600.0,239.7906461,241.26769420000002,4.0,0.11140022554195676
5393,1484227800.0,226.9877941,229.92363160000002,4.0,0.06252923937926891
5392,1512570600.0,232.94280729999997,235.8802061,4.0,0.07552020845777639
5388,1527566400.0,229.4443476,231.5339399,4.0,0.11311990695456263
5386,1500946200.0,228.30412150000004,232.0517726,4.0,0.11648072911753649
5363,1512192600.0,233.4339265,235.31942949999998,4.0,0.07086720795989362
5174,1491953400.0,224.9295521,226.8058018,4.0,0.12423393370336153
4405,1489275000.0,241.12152309999996,244.1965969,4.0,0.09786634131041837
4386,1511415000.0,233.19918370000002,235.6802897,4.0,0.08780569764698205
4377,1489260600.0,238.18197169999996,241.15982589999996,4.0,0.1283406280783931
3444,1513927800.0,234.4386675,235.9552714,4.0,0.07107585546246982
3443,1483497000.0,228.4641482,230.30012619999997,4.0,0.054053505295478
3436,1486629000.0,231.4643249,234.2827393,4.0,0.11097501139047139
3428,1486632600.0,231.91887619999997,234.03404850000004,4.0,0.1184108514172699
3419,1487057400.0,238.45340309999997,240.1696021,4.0,0.06509953340724464
3399,1512318600.0,233.3187218,236.0692492,4.0,0.08577371261142934
3394,1489519800.0,241.7795071,245.0528846,4.0,0.0986085508699413
3387,1508661000.0,233.3206288,234.8699803,4.0,0.11403591658993965
3380,1486827000.0,230.81489190000002,233.9324803,4.0,0.12616257016355598
3377,1527786000.0,231.52453360000004,231.13157749999996,4.0,0.08027763536043435
3374,1488724200.0,237.213614,240.5800814,4.0,0.11620777338487152
3370,1485012600.0,230.7377156,233.6670936,4.0,0.049927737650216665
3445,1486715400.0,232.0015944,234.2418648,4.0,0.11811057154284477
3350,1481787000.0,236.6947624,238.4365193,4.0,0.04591306165910454
3342,1496377800.0000002,226.29700200000002,228.9580064,4.0,0.08697806003063746
3334,1514028600.0,235.61365189999998,237.1041987,4.0,0.10615608033856565
3328,1486359000.0,230.25892720000002,232.7082163,4.0,0.1264288944902738
3326,1527127200.0,231.5089726,232.8134263,4.0,0.04563357332348906
3321,1514359800.0,236.8619815,237.1638146,4.0,0.11760874473909778
3318,1486384200.0,236.8528724,238.8791356,4.0,0.05446968039882768
3313,1488925800.0,236.3869524,243.06608169999998,4.0,0.1273465997098642
3305,1511497800.0,232.901536,235.4881142,4.0,0.07957419960715985
3297,1489249800.0,239.3680718,242.2367219,4.0,0.1154526904804276
3283,1527526800.0,232.5208052,232.06947099999996,4.0,0.04530973012987385
3278,1487889000.0,241.7006356,244.5125524,4.0,0.05615919210987739
3277,1512494999.9999998,231.93382920000002,235.2572554,4.0,0.057424802157901286
3345,1486168200.0,233.53091340000003,236.6502392,4.0,0.0625125443415961
3273,1513863000.0,233.9122433,236.05640679999996,4.0,0.0697767393355137
3447,1509355800.0,231.37026979999996,233.4192608,4.0,0.04834211823088586
3458,1488735000.0,238.12604010000004,240.6729355,4.0,0.11382156472237903
3594,1489685400.0,242.021032,244.2028649,4.0,0.10901686777916021
3586,1508221800.0,232.2130003,234.5192195,4.0,0.09829811001382557
3583,1511767800.0,233.8466578,236.2418859,4.0,0.10236548492335448
3578,1488562200.0,238.87753189999998,239.83166640000002,4.0,0.12060478577141352
3575,1488569400.0,242.07800009999997,243.15706310000002,4.0,0.08621753449397676
3570,1481884200.0,235.434897,236.76667339999997,4.0,0.048419142106102125
3561,1505734200.0000002,230.7340031,233.3503211,4.0,0.09244497690281413
3557,1509946200.0,231.87420789999996,233.3632135,4.0,0.0452944038711886
3552,1484544600.0,230.0752126,232.71457230000001,4.0,0.045338720078652965
3549,1486737000.0,237.2424897,238.7948654,4.0,0.06795307995554442
3546,1487899800.0,235.23317579999997,237.8989369,4.0,0.11544855968956108
3533,1511163000.0,234.414307,235.99128699999997,4.0,0.11209235875601524
3457,1513603800.0,235.1098557,236.2763193,4.0,0.08877977587680852
3528,1489523400.0,241.20295969999998,244.31439369999998,4.0,0.10468905545737496
3521,1503934200.0,229.8115942,232.5756054,4.0,0.09176079748462808
3519,1489959000.0,241.60517459999997,244.4635284,4.0,0.11644971631570573
3516,1502083800.0,230.1188837,231.2233029,4.0,0.10132477461863573
3509,1486819800.0,235.3100007,238.45244149999996,4.0,0.06882510304882737
3507,1513294200.0,233.02752910000004,234.8531353,4.0,0.04578139504134284
3493,1485822600.0,234.8603456,236.7029414,4.0,0.05666599484582675
3481,1503747000.0,230.0360435,232.67530389999996,4.0,0.10130902474620837
3476,1510702200.0,232.5662357,234.37795589999996,4.0,0.062172637991992664
3472,1512261000.0,233.0184622,234.89454379999998,4.0,0.057678834297888816
3466,1488645000.0,238.91402940000003,240.3594214,4.0,0.11538535014920326
3462,1507224600.0,226.842112,226.39415319999998,4.0,0.07511431712461518
3461,1489174200.0,239.8213374,242.5706574,4.0,0.10914373935199748
3526,1514035800.0,235.4283313,236.8221332,4.0,0.09772437707846711
3266,1486722599.9999998,231.66944089999998,234.9899405,4.0,0.1041678479407051
3262,1486117800.0,235.76519019999998,238.0224865,4.0,0.052212720422569
3260,1511364600.0,231.1695878,234.7943033,4.0,0.05630454535217276
3074,1506328200.0,231.45074709999997,234.1144832,4.0,0.111899937391563
3073,1482978600.0,231.54046389999996,232.3321272,4.0,0.054501168552630416
3069,1490038199.9999998,241.88451970000003,243.7557833,4.0,0.12468454289361595
3057,1513179000.0,235.1558039,237.49772360000003,4.0,0.1246724409535842
3028,1499488200.0,226.539593,229.8318031,4.0,0.05167548413557412
3026,1511631000.0,232.1540608,234.5992143,4.0,0.05263550231710392
3020,1504326600.0,230.4065468,231.2710604,4.0,0.06621170587195004
3014,1513204200.0,234.2257835,236.0779749,4.0,0.08115588594668573
3013,1509780600.0,234.6960339,234.9178796,4.0,0.11688858417653943
3012,1511159400.0,233.07499180000002,235.1571581,4.0,0.07783501164643206
2997,1486953000.0,234.8634772,235.9374809,4.0,0.1110431145263387
2991,1488843000.0,239.3558848,241.9017423,4.0,0.10445369710111488
3084,1509265800.0,233.4603286,234.3204539,4.0,0.09325297959271822
2984,1510335000.0,233.9872573,234.90323440000003,4.0,0.09558090616128742
2977,1513632600.0,235.1504814,237.3628408,4.0,0.11387718121512644
2968,1514446200.0,236.718112,237.5421707,4.0,0.12237815877911624
2961,1513153800.0,233.01304490000004,234.78477519999998,4.0,0.04584538935848953
2959,1485167400.0,234.3681577,236.018645,4.0,0.045566203163904
2951,1499822999.9999998,228.9379674,230.8563977,4.0,0.11692409791932107
2942,1514104199.9999998,234.7977174,237.1137709,4.0,0.09766469719069151
2936,1501990199.9999998,228.8906955,230.8624871,4.0,0.06992368784268724
2935,1486017000.0,234.25387769999998,236.3539108,4.0,0.06417807723462007
2930,1527325200.0,230.0744681,231.60178709999997,4.0,0.09301091825277545
2929,1508124600.0,230.79508029999997,232.78386670000003,4.0,0.045176516743625536
2924,1486794600.0,235.70612870000002,237.5974425,4.0,0.07932402445615701
2922,1514097000.0,236.009548,237.83489629999997,4.0,0.12676847922765455
2980,1511008200.0,233.1189412,235.43223360000002,4.0,0.08689208204277726
3086,1487885400.0,241.0110073,243.9069259,4.0,0.05982995937159706
3091,1483849800.0,229.2596224,230.26299379999998,4.0,0.08501265930886338
3092,1527350400.0,229.9425407,232.95113130000001,4.0,0.07844440479743775
3254,1489440600.0,242.77272349999998,245.63014249999998,4.0,0.09038534074820788
3253,1486650600.0,234.8009905,237.6500775,4.0,0.07055997879602487
3245,1506918600.0,230.81450949999999,233.7875921,4.0,0.08542644605113849
3241,1483417800.0,228.01799500000004,229.8682414,4.0,0.057257876592075804
3238,1489095000.0,241.16315439999997,243.81831230000003,4.0,0.09472395128389556
3237,1509503400.0,231.9660214,233.75904819999997,4.0,0.05895498615394734
3234,1511454600.0,232.59969,235.0146554,4.0,0.06676118772019798
3230,1510727400.0,233.93244969999998,234.9903843,4.0,0.09037322009951676
3224,1503455400.0,228.5327473,231.09860620000003,4.0,0.04654525312539904
3217,1500262200.0,227.4789903,230.26222789999997,4.0,0.06287926495431694
3204,1510270200.0,232.85849960000002,234.2562565,4.0,0.068546268703367
3183,1487871000.0,241.41218690000002,243.9359155,4.0,0.059114056710884585
3181,1513341000.0,233.79299869999997,235.5818037,4.0,0.06511559381368014
3173,1489779000.0000002,240.65992220000004,242.82146089999998,4.0,0.12630038354023776
3168,1508322600.0,233.8470734,234.8262059,4.0,0.12780780780653955
3167,1509755400.0,234.1055825,235.4135419,4.0,0.11870867287565785
3158,1511328600.0,232.27268710000004,234.12441039999996,4.0,0.04725246285113518
3154,1503117000.0,229.92479080000004,231.0091588,4.0,0.07284474892949191
3147,1512027000.0,234.74060159999996,236.6859055,4.0,0.11856873173760575
3134,1489368600.0,241.10884569999996,242.63652450000004,4.0,0.11464594775635416
3120,1510241400.0,232.76272370000004,234.9842032,4.0,0.08391498963061149
3118,1527148800.0,231.18995820000004,233.2309589,4.0,0.04761611784087138
3116,1509258600.0,232.2631705,233.37621289999998,4.0,0.058419497241926265
3112,1513377000.0,233.9717621,235.94901340000004,4.0,0.07389383809028843
3111,1511692200.0,234.4059181,236.422504,4.0,0.11379430770076956
3109,1507523400.0,231.11668240000003,233.75395329999998,4.0,0.07799744257671558
3095,1486801800.0,236.7476204,239.7708771,4.0,0.057617165487047026
3597,1486992600.0,237.594613,240.61292689999996,4.0,0.05719106607328002
3600,1514309400.0,233.93344270000003,235.7527186,4.0,0.05846773253612213
3607,1486085400.0,235.6250954,236.6694497,4.0,0.07203863749259982
3610,1509917400.0,232.8557681,234.3265126,4.0,0.07491054072802773
4171,1504143000.0,229.33648229999997,231.7640226,4.0,0.06113970048632064
4164,1499139000.0,229.4576473,229.6132565,4.0,0.12514011376070888
4163,1489005000.0,240.57204649999997,242.83958299999998,4.0,0.10044472144337363
4159,1527372000.0,230.29257700000002,232.7541886,4.0,0.07206752063299703
4130,1501133400.0,228.8717109,232.17709329999997,4.0,0.12453488084806384
4125,1509384600.0,232.60510060000001,233.9011673,4.0,0.07084569933641365
4123,1505737800.0,230.1563199,232.7384391,4.0,0.06973357867781137
4120,1509615000.0,231.6596056,233.7405389,4.0,0.05424872448809854
4118,1487028600.0,238.5983056,240.80747149999996,4.0,0.057838043614652515
4111,1489609800.0,239.2848215,242.7337338,4.0,0.12470805584929742
4097,1527717600.0,230.15732020000002,231.9955552,4.0,0.08868072375377355
4096,1508549400.0,232.11709309999998,233.6367736,4.0,0.07136720810329032
4184,1511605800.0,233.2294575,234.7647008,4.0,0.0649895128800533
4093,1509604200.0,232.50633910000002,233.562036,4.0,0.06022967034101333
4073,1488983400.0,240.692144,244.3652936,4.0,0.08958549643354162
4066,1508142600.0,231.24547649999997,232.94353710000001,4.0,0.05269838819568843
4062,1512210600.0,234.4269065,235.7012836,4.0,0.08907175380911413
4055,1486769400.0,236.23739459999996,239.2295502,4.0,0.06074905405397032
4052,1511343000.0,232.32873429999998,234.1601284,4.0,0.048213628703695444
4051,1486470600.0,232.93131369999998,236.14699339999999,4.0,0.07877577866861762
4049,1485851400.0,232.67679700000002,235.3837855,4.0,0.0645782456550471
4031,1500517800.0,229.2659226,230.5159147,4.0,0.10074072888496083
4029,1513877400.0000002,233.37235790000003,235.58498869999997,4.0,0.056157938726268584
4023,1514284200.0,234.12244519999996,235.56278269999999,4.0,0.05654463677477883
4021,1507897800.0,232.2199079,235.097708,4.0,0.12017139664213533
4010,1510587000.0,233.17504749999998,234.82626799999997,4.0,0.07958627165972493
4089,1513251000.0,233.5091685,235.12444079999997,4.0,0.054841671761253354
4187,1486441800.0,230.4722977,232.930695,4.0,0.12647101910445144
4188,1508077800.0,232.0291331,234.2664089,4.0,0.09207117048009325
4196,1487766600.0,240.152499,242.8795732,4.0,0.06328100198919508
4375,1506871800.0,232.44812280000002,233.87141710000003,4.0,0.10971278506770987
4368,1498365000.0,227.4023931,230.4814419,4.0,0.10826491801655362
4364,1509708600.0,233.86915680000004,235.71798750000002,4.0,0.1238671556775638
4363,1486387800.0,236.5867777,238.674737,4.0,0.055843224179707475
4359,1503984600.0,229.6145502,232.3111848,4.0,0.08098368546939279
4355,1513607400.0,234.6926715,236.417951,4.0,0.08749455988353733
4353,1486830600.0,232.9579945,236.36969069999998,4.0,0.09085951498125809
4325,1486287000.0,237.223251,238.9724087,4.0,0.05252207498713736
4322,1508909400.0,230.9012675,234.15045199999997,4.0,0.06717299191993727
4318,1505493000.0,231.3098428,233.25590080000003,4.0,0.10244497152270303
4307,1527390000.0,230.7101976,232.9791165,4.0,0.061009383054135606
4291,1499610600.0,227.2794068,230.27567799999997,4.0,0.07222068523123276
4284,1510108200.0,231.9442267,233.6738179,4.0,0.04967918374385083
4274,1511267400.0,233.15447999999998,235.858682,4.0,0.09412047974641535
4271,1502155800.0,229.3770374,230.9783956,4.0,0.0786440029025009
4270,1506760200.0,230.02263159999998,232.74037399999997,4.0,0.054093741225372034
4266,1506007800.0,231.1294834,233.6568751,4.0,0.10089103393333906
4263,1490067000.0,222.5523471,226.9657302,4.0,0.10503916524761238
4249,1489347000.0,241.3056895,244.72070990000003,4.0,0.09667645156182336
4247,1486114200.0,232.29465769999996,234.7511361,4.0,0.0831405621964251
4241,1489069800.0,239.3322795,242.6372507,4.0,0.10641515862212148
4237,1514140200.0,233.9559252,236.37890190000002,4.0,0.07390299644544408
4234,1507472999.9999998,231.84594440000004,234.27379580000002,4.0,0.10035004228461071
4229,1486215000.0,236.2080839,239.0468717,4.0,0.04584244054813845
4226,1509031800.0,232.0232194,233.28920359999998,4.0,0.05681807364086373
4207,1497407400.0,226.99805599999996,229.5736322,4.0,0.09551116760020074
4197,1486027800.0,233.7010788,235.6422737,4.0,0.07290271432453932
4003,1513873800.0,233.2926856,235.4320616,4.0,0.05263185940053417
2908,1512023400.0,233.4264603,235.3969788,4.0,0.07471002691138134
4002,1509024600.0,232.3541084,233.1576756,4.0,0.05910856460844122
3998,1514302200.0,235.47554630000002,237.59443939999997,4.0,0.11230832921889826
3815,1500255000.0,229.6223624,230.4683033,4.0,0.11558916968749446
3809,1507789800.0,230.8877912,233.1072312,4.0,0.056763680305333915
3806,1514089800.0,234.7510762,235.3656748,4.0,0.06131700806538128
3797,1510659000.0000002,233.02703050000002,234.7320478,4.0,0.07488852786900844
3774,1511537400.0,231.3229012,234.5365843,4.0,0.04875522943441164
3770,1510579800.0,232.62380440000004,234.6494977,4.0,0.07010127325792259
3764,1486449000.0,232.8567879,234.9588957,4.0,0.09634651498080443
3763,1501821000.0,228.33954399999996,230.0638262,4.0,0.04786502846621538
3761,1511785800.0,234.5948307,236.50118350000002,4.0,0.11631856786490545
3747,1501903800.0,228.20578049999997,230.4425485,4.0,0.051072819301498665
3741,1486200600.0,237.4352033,239.1061189,4.0,0.04972812521436595
3728,1510119000.0,231.912354,233.48660649999997,4.0,0.04586126039100176
3817,1486636200.0,232.8002266,234.69118450000002,4.0,0.10962265612266472
3723,1512401400.0,232.644344,234.61055480000002,4.0,0.04778442088303445
3717,1511688600.0,232.7222224,234.4004503,4.0,0.052173035056526276
